Age Range,Outcome,Gender,Datetime,Removal of more than outer clothing,Officer Defined Ethnicity,Object of Search,Latitude,Location,Longitude
over 34,A no further action disposal,Male,2022-09-16T17:23:00+00:00,,Asian,Controlled drugs,51.476447,On or near Rectory Road,-0.402524
18-24,A no further action disposal,Male,2022-09-16T18:10:00+00:00,,White,Controlled drugs,51.468081,On or near Douglas Road,-0.361913
over 34,A no further action disposal,Male,2022-09-16T18:10:00+00:00,,Black,Controlled drugs,51.468081,On or near Douglas Road,-0.361913
over 34,A no further action disposal,Male,2022-09-16T18:10:00+00:00,,Asian,Controlled drugs,51.468081,On or near Douglas Road,-0.361913
18-24,A no further action disposal,Male,2022-09-16T20:00:00+00:00,,Asian,Controlled drugs,51.484354,On or near Staveley Road,-0.267800
18-24,A no further action disposal,Male,2022-09-16T21:37:00+00:00,,Black,Controlled drugs,51.484354,On or near Staveley Road,-0.267800
10-17,A no further action disposal,Male,2022-09-16T19:10:00+00:00,,White,Offensive weapons,51.434956,On or near Park Road,-0.393268
18-24,A no further action disposal,Male,2022-09-16T21:30:00+00:00,,Asian,Controlled drugs,51.468789,On or near Fairfields Road,-0.358519
25-34,Summons / charged by post,Male,2022-09-16T22:05:00+00:00,,Asian,Controlled drugs,51.470774,On or near Queen'S Road,-0.366079
18-24,A no further action disposal,Male,2022-09-16T21:07:00+00:00,,Asian,Controlled drugs,51.468789,On or near Fairfields Road,-0.358519
18-24,A no further action disposal,Male,2022-09-16T21:27:00+00:00,,Asian,Controlled drugs,51.468789,On or near Fairfields Road,-0.358519
18-24,A no further action disposal,Male,2022-09-16T22:05:00+00:00,,Black,Controlled drugs,51.470774,On or near Queen'S Road,-0.366079
,Arrest,Male,2022-09-16T16:24:00+00:00,,White,Stolen goods,51.468351,On or near ,-0.365598
25-34,Community resolution,Male,2022-09-16T15:26:00+00:00,,White,Controlled drugs,51.448456,On or near Southville Crescent,-0.428642
10-17,A no further action disposal,Male,2022-09-17T13:58:00+00:00,,Black,Controlled drugs,51.450596,On or near Nursery Close,-0.408003
,A no further action disposal,Male,2022-09-17T15:06:00+00:00,,Black,Controlled drugs,51.436843,On or near Badger Close,-0.411661
over 34,A no further action disposal,Male,2022-09-15T22:22:00+00:00,,White,Controlled drugs,51.457471,On or near Wellington Road South,-0.372945
,A no further action disposal,Male,2022-09-17T15:05:00+00:00,,Black,Controlled drugs,51.473122,On or near Musquash Way,-0.400092
18-24,A no further action disposal,Male,2022-09-16T23:25:00+00:00,,Black,Controlled drugs,51.474221,On or near Tiverton Road,-0.359173
,A no further action disposal,Male,2022-09-18T09:45:00+00:00,,White,Controlled drugs,51.482396,On or near High Street,-0.312405
25-34,Summons / charged by post,Male,2022-09-18T11:18:00+00:00,,White,Controlled drugs,51.482396,On or near High Street,-0.312405
over 34,A no further action disposal,Male,2022-09-18T15:36:00+00:00,,,Stolen goods,51.468351,On or near ,-0.365598
over 34,A no further action disposal,Male,2022-09-19T09:30:00+00:00,,White,Offensive weapons,51.495508,On or near Turnham Green Terrace,-0.255319
10-17,A no further action disposal,Male,2022-09-19T20:01:00+00:00,,Black,Offensive weapons,51.468664,On or near Bourne Close,-0.340051
18-24,A no further action disposal,Male,2022-09-19T22:45:00+00:00,,Asian,Offensive weapons,51.463845,On or near Staines Road,-0.384580
over 34,A no further action disposal,Male,2022-09-19T18:50:00+00:00,,Black,Offensive weapons,51.469372,On or near School Road,-0.356497
18-24,A no further action disposal,Male,2022-09-19T22:44:00+00:00,,Asian,Offensive weapons,51.463845,On or near Staines Road,-0.384580
18-24,A no further action disposal,Male,2022-09-19T23:01:00+00:00,,Black,Controlled drugs,51.489704,On or near Stile Hall Gardens,-0.286150
18-24,A no further action disposal,Male,2022-09-19T22:45:00+00:00,,Asian,Offensive weapons,51.463845,On or near Staines Road,-0.384580
over 34,A no further action disposal,Male,2022-09-20T04:47:00+00:00,,White,Evidence of offences under the Act,51.483574,On or near Soaphouse Lane,-0.301171
25-34,A no further action disposal,Male,2022-09-20T10:30:00+00:00,,Asian,Controlled drugs,51.471202,On or near Birch Close,-0.349145
over 34,A no further action disposal,Male,2022-09-20T13:16:00+00:00,,Asian,Stolen goods,51.475386,On or near Parklands Parade,-0.394684
10-17,A no further action disposal,Male,2022-09-20T14:10:00+00:00,,White,Stolen goods,51.470814,On or near Lansdowne Road,-0.363817
over 34,A no further action disposal,Male,2022-09-20T16:35:00+00:00,,White,,51.459172,On or near ,-0.392590
over 34,A no further action disposal,Male,2022-09-19T16:35:00+00:00,,White,Offensive weapons,51.459172,On or near ,-0.392590
10-17,A no further action disposal,Male,2022-09-21T17:20:00+00:00,,White,Offensive weapons,51.442243,On or near Rochester Avenue,-0.418668
25-34,A no further action disposal,Male,2022-09-21T21:32:00+00:00,,Asian,Controlled drugs,51.454223,On or near Shaftesbury Avenue,-0.412209
10-17,A no further action disposal,Male,2022-09-17T11:32:00+00:00,,Black,Offensive weapons,51.465681,On or near Cavalry Crescent,-0.395126
25-34,A no further action disposal,Male,2022-09-21T21:30:00+00:00,,Asian,Controlled drugs,51.454223,On or near Shaftesbury Avenue,-0.412209
,A no further action disposal,Male,2022-09-21T21:35:00+00:00,,Asian,Controlled drugs,51.454223,On or near Shaftesbury Avenue,-0.412209
25-34,Arrest,Female,2022-09-21T22:00:00+00:00,,White,Controlled drugs,51.447807,On or near ,-0.409179
10-17,A no further action disposal,Female,2022-09-20T14:11:00+00:00,,Black,Stolen goods,51.469372,On or near School Road,-0.356497
10-17,Arrest,Female,2022-09-20T14:12:00+00:00,,Black,Stolen goods,51.469372,On or near School Road,-0.356497
,A no further action disposal,,2022-09-22T09:30:00+00:00,,,Controlled drugs,51.472390,On or near Earl Haig Close,-0.386021
18-24,A no further action disposal,Male,2022-09-19T20:00:00+00:00,,Asian,Controlled drugs,51.462672,On or near Benham Gardens,-0.375178
25-34,Summons / charged by post,Male,2022-09-20T20:20:00+00:00,,White,Controlled drugs,51.448598,On or near Dudley Road,-0.437920
over 34,Penalty Notice for Disorder,Male,2022-09-21T19:20:00+00:00,,White,Controlled drugs,51.449079,On or near Bedfont Road,-0.446409
25-34,A no further action disposal,Male,2022-09-20T13:08:00+00:00,,White,Controlled drugs,51.468081,On or near Douglas Road,-0.361913
18-24,Arrest,Male,2022-09-20T14:50:00+00:00,,Asian,Controlled drugs,51.462919,On or near ,-0.362386
25-34,A no further action disposal,Male,2022-09-22T16:19:00+00:00,,Asian,Offensive weapons,51.468351,On or near ,-0.365598
10-17,A no further action disposal,Male,2022-09-22T16:40:00+00:00,,Black,Controlled drugs,51.469060,On or near Corban Road,-0.368947
18-24,Community resolution,Male,2022-09-22T16:30:00+00:00,,Asian,Controlled drugs,51.469060,On or near Corban Road,-0.368947
10-17,A no further action disposal,Male,2022-09-22T16:30:00+00:00,,White,Controlled drugs,51.469060,On or near Corban Road,-0.368947
over 34,A no further action disposal,Female,2022-09-22T18:40:00+00:00,,Black,Controlled drugs,51.439107,On or near St Dunstan'S Road,-0.420848
18-24,Arrest,Male,2022-09-22T23:58:00+00:00,,White,Offensive weapons,51.443700,On or near Sunningdale Avenue,-0.384385
10-17,A no further action disposal,Male,2022-09-23T12:54:00+00:00,,Black,Controlled drugs,51.462672,On or near Benham Gardens,-0.375178
,A no further action disposal,,2022-09-22T14:00:00+00:00,,,Stolen goods,51.489722,On or near British Grove South,-0.245428
over 34,Community resolution,Female,2022-09-23T12:02:00+00:00,,White,Stolen goods,51.447807,On or near ,-0.409179
over 34,A no further action disposal,Male,2022-09-23T11:40:00+00:00,,White,Evidence of offences under the Act,51.477973,On or near King'S Avenue,-0.361314
25-34,A no further action disposal,Male,2022-09-23T15:12:00+00:00,,White,Controlled drugs,51.476092,On or near Lampton Road,-0.364377
over 34,Community resolution,Female,2022-09-11T12:43:00+00:00,,White,Stolen goods,51.478885,On or near ,-0.361811
10-17,Community resolution,Male,2022-09-23T16:17:00+00:00,,White,Controlled drugs,51.471350,On or near ,-0.360975
18-24,A no further action disposal,Male,2022-09-23T16:43:00+00:00,,Asian,Controlled drugs,51.485372,On or near Harlech Gardens,-0.395673
18-24,A no further action disposal,Male,2022-09-23T16:15:00+00:00,,White,Controlled drugs,51.471350,On or near ,-0.360975
18-24,Penalty Notice for Disorder,Male,2022-09-23T16:12:00+00:00,,White,Controlled drugs,51.471350,On or near ,-0.360975
,A no further action disposal,Male,2022-09-23T13:49:00+00:00,,Asian,Controlled drugs,51.462672,On or near Benham Gardens,-0.375178
25-34,Arrest,Male,2022-09-23T14:50:00+00:00,,Asian,Controlled drugs,51.465767,On or near Estridge Close,-0.372045
18-24,Arrest,Male,2022-09-23T15:20:00+00:00,,Black,Controlled drugs,51.465355,On or near Benson Close,-0.373442
18-24,A no further action disposal,Male,2022-09-23T23:18:00+00:00,,Asian,Controlled drugs,51.471604,On or near Thamesvale Close,-0.367561
25-34,A no further action disposal,Male,2022-09-23T23:18:00+00:00,,White,Controlled drugs,51.471604,On or near Thamesvale Close,-0.367561
25-34,A no further action disposal,Male,2022-09-23T23:45:00+00:00,,White,Controlled drugs,51.471604,On or near Thamesvale Close,-0.367561
over 34,A no further action disposal,Male,2022-09-24T00:03:00+00:00,,White,Controlled drugs,51.475716,On or near Sarsen Avenue,-0.374225
25-34,Arrest,Male,2022-09-23T21:55:00+00:00,,White,Evidence of offences under the Act,51.492007,On or near Dade Way,-0.380474
18-24,A no further action disposal,Male,2022-09-24T00:20:00+00:00,,Asian,Controlled drugs,51.491547,On or near Boston Manor Road,-0.317138
18-24,Community resolution,Male,2022-09-24T00:24:00+00:00,,Black,Controlled drugs,51.495899,On or near A3002,-0.324713
10-17,A no further action disposal,Male,2022-09-19T08:23:00+00:00,,Asian,Offensive weapons,51.468664,On or near Bourne Close,-0.340051
,A no further action disposal,Male,2022-09-23T15:17:00+00:00,,Asian,Controlled drugs,51.437600,On or near Sunrise Close,-0.378960
18-24,A no further action disposal,Male,2022-09-23T17:41:00+00:00,,White,Controlled drugs,51.447807,On or near ,-0.409179
,A no further action disposal,,2022-09-23T15:20:00+00:00,,,Controlled drugs,51.438710,On or near Exeter Road,-0.377899
over 34,Community resolution,Male,2022-09-24T16:20:00+00:00,,Asian,Controlled drugs,51.514704,On or near Longford Close,-0.394297
18-24,A no further action disposal,Male,2022-09-24T19:06:00+00:00,,Asian,Controlled drugs,51.471202,On or near Birch Close,-0.349145
over 34,Arrest,Male,2022-09-24T15:00:00+00:00,,White,Offensive weapons,51.480620,On or near Church Road,-0.343621
25-34,Arrest,Male,2022-09-24T14:21:00+00:00,,Black,Controlled drugs,51.469445,On or near Ede Close,-0.377889
18-24,A no further action disposal,Male,2022-09-24T21:53:00+00:00,,Black,Offensive weapons,51.482396,On or near High Street,-0.312405
18-24,A no further action disposal,Male,2022-09-24T21:55:00+00:00,,Black,,51.482396,On or near High Street,-0.312405
18-24,A no further action disposal,Male,2022-09-19T22:43:00+00:00,,Asian,Offensive weapons,51.459172,On or near ,-0.392590
18-24,A no further action disposal,Male,2022-09-19T22:45:00+00:00,,Asian,Offensive weapons,51.463845,On or near Staines Road,-0.384580
18-24,A no further action disposal,Male,2022-09-23T16:43:00+00:00,,Asian,Controlled drugs,51.485372,On or near Harlech Gardens,-0.395673
over 34,A no further action disposal,Male,2022-09-24T14:55:00+00:00,,Black,Offensive weapons,51.480620,On or near Church Road,-0.343621
25-34,A no further action disposal,Male,2022-09-26T11:10:00+00:00,,White,Controlled drugs,51.489722,On or near British Grove South,-0.245428
10-17,A no further action disposal,Male,2022-09-27T12:48:00+00:00,,White,Offensive weapons,51.446317,On or near De Broome Road,-0.397503
over 34,A no further action disposal,Male,2022-09-27T16:00:00+00:00,,White,Controlled drugs,51.475716,On or near Sarsen Avenue,-0.374225
over 34,Arrest,Male,2022-09-08T23:40:00+00:00,,Black,Offensive weapons,51.459172,On or near ,-0.392590
18-24,Community resolution,Male,2022-09-27T16:15:00+00:00,,Asian,Controlled drugs,51.475716,On or near Sarsen Avenue,-0.374225
,A no further action disposal,Male,2022-09-21T21:31:00+00:00,,Black,Controlled drugs,51.454223,On or near Shaftesbury Avenue,-0.412209
,Arrest,Male,2022-09-28T09:43:00+00:00,,,Offensive weapons,51.465138,On or near Inverness Road,-0.374644
25-34,Summons / charged by post,Male,2022-09-28T13:35:00+00:00,,Black,Controlled drugs,51.477478,On or near Burns Way,-0.394409
18-24,Summons / charged by post,Male,2022-09-28T15:40:00+00:00,,White,Controlled drugs,51.471202,On or near Birch Close,-0.349145
18-24,Community resolution,Male,2022-09-28T18:52:00+00:00,,White,Controlled drugs,51.460863,On or near Briar Close,-0.332791
25-34,Arrest,Male,2022-09-28T09:50:00+00:00,,Black,Offensive weapons,51.465138,On or near Inverness Road,-0.374644
18-24,Summons / charged by post,Male,2022-09-28T15:37:00+00:00,,White,Controlled drugs,51.445568,On or near Elthorne Court,-0.398651
25-34,A no further action disposal,Male,2022-09-28T13:40:00+00:00,,White,Stolen goods,51.495508,On or near Turnham Green Terrace,-0.255319
18-24,Community resolution,Male,2022-09-28T20:15:00+00:00,,Other,Controlled drugs,51.495508,On or near Turnham Green Terrace,-0.255319
,A no further action disposal,Male,2022-09-12T09:26:00+00:00,,Black,Controlled drugs,51.449079,On or near Bedfont Road,-0.446409
,A no further action disposal,Male,2022-09-29T18:41:00+00:00,,White,Offensive weapons,51.444136,On or near Mono Lane,-0.407695
,A no further action disposal,,2022-09-28T13:51:00+00:00,,,Controlled drugs,51.475592,On or near Parklands Parade,-0.395224
over 34,Arrest,Male,2022-09-30T00:50:00+00:00,,White,Offensive weapons,51.472283,On or near Manor Avenue,-0.392000
10-17,A no further action disposal,Male,2022-09-30T09:37:00+00:00,,Other,Offensive weapons,51.446679,On or near Windermere Close,-0.424904
10-17,A no further action disposal,Male,2022-09-22T17:15:00+00:00,,Black,Controlled drugs,51.466804,On or near Bell Road,-0.365112
10-17,Community resolution,Male,2022-09-30T12:30:00+00:00,,White,Controlled drugs,51.454223,On or near Shaftesbury Avenue,-0.412209
10-17,A no further action disposal,Male,2022-09-30T12:30:00+00:00,,White,Controlled drugs,51.454223,On or near Shaftesbury Avenue,-0.412209
10-17,Community resolution,Male,2022-09-30T12:30:00+00:00,,Black,Controlled drugs,51.454223,On or near Shaftesbury Avenue,-0.412209
,A no further action disposal,Male,2022-09-21T21:37:00+00:00,,Asian,Controlled drugs,51.454223,On or near Shaftesbury Avenue,-0.412209
,A no further action disposal,Male,2022-09-30T01:35:00+00:00,,Black,Controlled drugs,51.434956,On or near Park Road,-0.393268
25-34,Arrest,Male,2022-09-30T19:15:00+00:00,,White,Controlled drugs,51.471604,On or near Thamesvale Close,-0.367561
over 34,A no further action disposal,Male,2022-09-30T20:55:00+00:00,,Asian,Evidence of offences under the Act,51.439107,On or near St Dunstan'S Road,-0.420848
25-34,A no further action disposal,Male,2022-09-30T16:28:00+00:00,,Asian,Controlled drugs,51.471604,On or near Thamesvale Close,-0.367561
10-17,Arrest,Male,2022-09-30T11:30:00+00:00,,Black,Controlled drugs,51.434956,On or near Park Road,-0.393268
18-24,A no further action disposal,Male,2022-09-20T04:17:00+00:00,,Asian,Offensive weapons,51.463845,On or near Staines Road,-0.384580
over 34,Community resolution,Male,2022-09-01T10:56:00+00:00,,Black,Controlled drugs,51.389223,On or near South Place,-0.296705
25-34,Community resolution,Male,2022-09-01T11:20:00+00:00,,White,Controlled drugs,51.403962,On or near Chapel Mill Road,-0.292391
18-24,Arrest,Male,2022-09-02T17:03:00+00:00,,Black,Controlled drugs,51.396077,On or near St Leonard'S Road,-0.309230
,A no further action disposal,Male,2022-09-02T17:00:00+00:00,,Black,Stolen goods,51.427356,On or near Coombe Park,-0.265727
25-34,A no further action disposal,Male,2022-09-02T17:00:00+00:00,,White,Evidence of offences under the Act,51.427356,On or near Coombe Park,-0.265727
,A no further action disposal,Male,2022-09-02T17:00:00+00:00,,Black,Stolen goods,51.427356,On or near Coombe Park,-0.265727
18-24,Community resolution,Female,2022-09-02T21:45:00+00:00,,White,Controlled drugs,51.405654,On or near Fairfield Place,-0.298050
,A no further action disposal,Female,2022-09-02T21:45:00+00:00,,White,Controlled drugs,51.405654,On or near Fairfield Place,-0.298050
,A no further action disposal,Male,2022-09-03T19:25:00+00:00,,White,Controlled drugs,51.417165,On or near Eastbury Road,-0.304281
,A no further action disposal,Male,2022-09-03T19:00:00+00:00,,White,Controlled drugs,51.413177,On or near Gordon Road,-0.292852
18-24,A no further action disposal,Male,2022-09-04T15:40:00+00:00,,White,Controlled drugs,51.421133,On or near Park Road,-0.289622
